 #  | matching ident  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  Mag J  |  Mag H  |  Mag K  |  Mag g  |    spec. type     |#bib|#not
2119|WRAY 16-302      |Gaia DR3 5961347541020297856       |Sy*|17 45 14.2355912880 -38 17 25.840088556|     ~   |     ~   |15.80    |     ~   |     ~   |9.480    |8.316    |7.687    |     ~   |~                  |  24|   1
2120|WRAY 16-303      |Gaia DR3 5955085238132418048       |PN |17 45 28.6295081208 -44 54 17.987147856|     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |[WN3]              | 104|   0
2121|WRAY 16-304      |Gaia DR3 5961300498162820352       |Sy*|17 45 30.7348788840 -38 39 45.806023044|     ~   |     ~   |15.00    |14.67    |     ~   |10.183   |9.158    |8.765    |     ~   |M3                 |  21|   2
2122|WRAY 16-305      |Gaia DR3 4041720699831756160       |PN |17 45 31.9673698920 -34 33 54.807699996|     ~   |     ~   |14.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  67|   0
2123|WRAY 16-306      |Gaia DR3 4056786556015410816       |PN |17 45 57.6673214328 -30 12 00.766253160|     ~   |12.89    |12.08    |12.00    |     ~   |9.92     |9.651    |8.93     |     ~   |[WR]               | 215|   0
2124|WRAY 16-307      |PN H 1-32                          |PN |17 46 06.32760 -34 03 46.3356          |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  67|   0
2125|WRAY 16-308      |Gaia DR3 4053955824662571648       |WR?|17 46 45.4755803568 -33 08 35.133711936|     ~   |     ~   |13.90    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |[WC11]?            | 106|   0
2126|WRAY 16-309      |Gaia DR2 4041751177000029056       |PN |17 47 49.4162559989 -34 08 05.126681277|     ~   |     ~   |15.30    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  65|   0
2127|WRAY 16-310      |PN Hb 5                            |PN |17 47 56.20 -29 59 39.6                |     ~   |10.50    |10.78    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  | 271|   0
2128|WRAY 16-311      |Gaia DR3 4041552891219095552       |PN |17 49 13.9398459192 -34 22 52.812575256|     ~   |     ~   |12.90    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |wels?              | 117|   0
2129|WRAY 16-312      |WRAY 16-312                        |Sy*|17 50 16.66 -30 57 34.6                |     ~   |     ~   |18.00    |     ~   |16.689   |11.839   |9.599    |7.957    |     ~   |~                  |  29|   2
2130|WRAY 16-313      |Gaia DR2 4055976280390035200       |PN |17 50 17.9658145641 -30 34 54.987881214|     ~   |     ~   |14.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  91|   1
2131|WRAY 16-314      |PN H 1-37                          |PN |17 50 44.56 -39 17 25.8                |     ~   |     ~   |14.20    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  39|   0
2132|WRAY 16-315      |PN H 1-38                          |PN |17 50 45.24 -37 23 52.1                |     ~   |     ~   |16.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  34|   0
2133|WRAY 16-316      |PN Hf 2-1                          |PN |17 51 12.149 -34 55 24.31              |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  73|   0
2134|WRAY 16-317      |Gaia DR3 4056355822397882880       |PN |17 51 18.9230505792 -30 23 53.176813980|     ~   |     ~   |16.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |[WC11]             |  88|   0
2135|WRAY 16-318      |Gaia DR3 4043421575564556160       |Sy*|17 51 45.7231718736 -32 54 51.728043708|     ~   |     ~   |15.9     |15.18    |12.35    |10.070   |8.883    |8.49     |     ~   |M3                 |  30|   2
2136|WRAY 16-319      |V* V720 Sco                        |No*|17 51 58.20 -35 23 27.0                |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  33|   1
2137|WRAY 16-320      |PN M 2-16                          |PN |17 52 34.37 -32 45 51.4                |     ~   |     ~   |14.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  76|   0
2138|WRAY 16-321      |Gaia DR3 4056131006637615488       |PN |17 52 46.0471623240 -30 49 35.021065800|     ~   |     ~   |17.007   |     ~   |16.122   |     ~   |     ~   |     ~   |     ~   |O(H)4-6III-V       |  77|   0
2139|WRAY 16-322      |PN M 1-30                          |PN |17 52 58.95 -34 38 22.6                |     ~   |16.6     |16.4     |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  | 113|   0
2140|WRAY 16-323      |Gaia DR3 4043128594411861120       |PN |17 53 21.0206431968 -33 55 58.445317128|     ~   |     ~   |15.20    |     ~   |     ~   |13.540   |13.363   |12.729   |     ~   |[WC11]?            |  67|   0
2141|WRAY 16-324      |PN M 2-18                          |PN |17 53 37.85 -32 58 47.8                |     ~   |     ~   |14.90    |     ~   |     ~   |13.732   |     ~   |12.730   |     ~   |~                  |  64|   0
2142|WRAY 16-325      |Gaia DR3 4056495151130724224       |PN |17 53 45.6485317560 -29 43 46.975373868|     ~   |     ~   |16.976   |     ~   |15.973   |     ~   |     ~   |     ~   |     ~   |O(H)6-8III-V       |  93|   0
2143|WRAY 16-326      |PN M 2-20                          |PN |17 54 25.32 -29 36 08.2                |     ~   |     ~   |16.1     |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |[WC5/6]            |  78|   0
2144|WRAY 16-327      |PN Cn 2-1                          |PN |17 54 33.010 -34 22 21.15              |     ~   |     ~   |12.70    |14.47    |13.70    |12.38    |12.62    |11.55    |     ~   |~                  | 135|   0
2145|WRAY 16-328      |Gaia DR3 4056120934862926848       |PN |17 55 36.0545698680 -30 33 32.359297176|     ~   |     ~   |15.50    |     ~   |     ~   |12.705   |12.369   |11.552   |     ~   |~                  | 104|   0
2146|WRAY 16-329      |Gaia DR3 4056540677880158208       |PN |17 56 02.7875230032 -29 11 16.552199904|     ~   |     ~   |16.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  65|   0
2147|WRAY 16-330      |Gaia DR3 5956267659817411712       |PN |17 56 33.7099931280 -43 03 19.135687320|     ~   |13.4     |13.60    |     ~   |     ~   |13.935   |13.976   |13.280   |     ~   |~                  |  50|   0
2148|WRAY 16-331      |PN M 3-17                          |PN |17 56 25.65 -31 04 17.2                |     ~   |     ~   |16.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |[WC11]?            |  66|   0
2149|WRAY 16-332      |Gaia DR3 4056324962986093184       |PN |17 56 24.3326114424 -29 38 06.740932164|     ~   |     ~   |15.60    |     ~   |     ~   |13.804   |13.427   |12.569   |     ~   |~                  |  41|   0
2150|WRAY 16-333      |Gaia DR3 4042368312133298816       |PN |17 57 19.1084978568 -34 09 48.784614372|     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |[WC]               |  92|   0
2151|WRAY 16-334      |Gaia DR2 4042401434930130560       |PN |17 57 25.1720091886 -33 35 43.132190632|     ~   |     ~   |12.80    |     ~   |     ~   |12.915   |12.838   |12.155   |     ~   |~                  |  79|   0
2152|WRAY 16-335      |Gaia DR3 4042380857826322176       |PN |17 58 14.4398681232 -33 47 37.621641912|     ~   |     ~   |15.10    |     ~   |     ~   |13.133   |12.873   |12.344   |     ~   |[WC11]             |  84|   0
2153|WRAY 16-336      |Gaia DR3 4043963707852231808       |EB*|17 58 10.6463633856 -31 42 55.980086112|     ~   |     ~   |17.00    |     ~   |18.939   |     ~   |     ~   |     ~   |     ~   |~                  |  65|   0
2154|WRAY 16-337      |PN M 2-21                          |PN |17 58 09.58 -29 44 20.1                |     ~   |     ~   |     ~   |     ~   |     ~   |13.200   |13.077   |12.016   |     ~   |~                  |  86|   0
2155|WRAY 16-338      |Gaia DR3 4044019130131217408       |PN |17 58 12.5489490240 -31 08 06.374622696|     ~   |     ~   |17.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  50|   0
2156|WRAY 16-339      |PN M 3-19                          |PN |17 58 19.36 -30 00 39.3                |     ~   |     ~   |15.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  67|   0
2157|WRAY 16-340      |Gaia DR3 4062646712567004416       |Mi*|17 58 21.8662836432 -28 14 52.195092648|     ~   |     ~   |15.602   |     ~   |12.494   |10.518   |8.399    |6.697    |     ~   |~                  |  72|   0
2158|WRAY 16-341      |PN M 2-22                          |PN |17 58 32.58 -33 28 36.8                |     ~   |     ~   |15.50    |     ~   |     ~   |13.775   |13.209   |12.781   |     ~   |~                  |  70|   0
2159|WRAY 16-342      |Gaia DR3 4043695079072981248       |PN |17 59 02.5031407080 -32 21 43.494698556|     ~   |     ~   |14.30    |     ~   |     ~   |12.742   |12.558   |11.796   |     ~   |~                  |  81|   0
2160|WRAY 16-343      |PN M 3-20                          |PN |17 59 19.35 -28 13 48.2                |     ~   |     ~   |14.80    |     ~   |     ~   |13.674   |13.512   |12.756   |     ~   |Of                 |  83|   0
2161|WRAY 16-344      |Gaia DR3 4042539909060351104       |PN |17 59 54.9979844256 -32 59 11.798891304|     ~   |14.8     |16.40    |14.9     |15.80    |15.05    |     ~   |     ~   |     ~   |~                  |  21|   0
2162|WRAY 16-345      |PN M 3-48                          |PN |17 59 56.83 -31 54 28.1                |     ~   |     ~   |16.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  50|   0
2163|WRAY 16-346      |Gaia DR3 4035783611879028736       |PN |18 00 11.8162949280 -38 49 52.619928204|     ~   |12.80    |11.18    |     ~   |     ~   |11.516   |11.476   |10.720   |     ~   |~                  | 100|   1
2164|WRAY 16-347      |Gaia DR3 4062301564840251520       |PN |18 00 37.6202014872 -29 21 50.638625244|     ~   |     ~   |15.60    |     ~   |     ~   |13.371   |13.035   |12.440   |     ~   |[WC11]?            |  81|   0
2165|WRAY 16-348      |PN M 1-34                          |PN |18 01 22.146 -33 17 45.21              |     ~   |     ~   |10.5     |     ~   |16.31    |14.91    |14.28    |13.71    |     ~   |~                  |  70|   0
2166|WRAY 16-349      |Gaia DR3 4042468784326846336       |PN |18 01 42.8863005360 -33 15 28.314372420|     ~   |     ~   |15.00    |     ~   |     ~   |7.864    |6.851    |6.455    |     ~   |~                  |  47|   0
2167|WRAY 16-350      |Gaia DR3 4062488485983362944       |PN |18 01 42.6413050824 -28 25 44.117293404|     ~   |     ~   |13.00    |     ~   |     ~   |12.131   |12.100   |11.342   |     ~   |~                  | 123|   0
2168|WRAY 16-351      |Gaia DR3 4042147516455759744       |PN |18 02 02.8945854456 -34 27 47.275175592|     ~   |15.62    |14.60    |15.29    |     ~   |12.921   |11.138   |9.311    |14.66    |~                  |  99|   0
2169|WRAY 16-352      |PN M 3-21                          |PN |18 02 32.33 -36 39 11.3                |     ~   |     ~   |12.20    |     ~   |     ~   |12.727   |12.808   |11.981   |     ~   |~                  | 108|   1
2170|WRAY 16-353      |PN M 3-49                          |PN |18 02 32.00 -35 13 14.0                |     ~   |     ~   |16.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  32|   0
2171|WRAY 16-354      |PN M 2-25                          |PN |18 02 46.50 -32 09 29.0                |     ~   |     ~   |16.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  37|   0
2172|WRAY 16-355      |Gaia DR3 4043839974088508800       |LP?|18 03 04.4813610912 -31 35 06.968225832|     ~   |     ~   |14.7     |     ~   |     ~   |8.573    |7.537    |7.113    |     ~   |~                  |   5|   1
2173|WRAY 16-356      |EM* AS 269                         |Sy*|18 03 23.95992 -32 42 24.9408          |     ~   |     ~   |     ~   |13.65    |12.74    |12.148   |11.308   |9.936    |     ~   |B[e]               |  56|   1
2174|WRAY 16-357      |Gaia DR3 4063199904342190208       |PN |18 03 18.4585925304 -27 06 22.715564832|     ~   |     ~   |13.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |O(H)8              | 119|   0
2175|WRAY 16-358      |WRAY 16-358                        |Em*|18 03 44.557 -34 53 02.09              |     ~   |14.38    |12.67    |12.30    |     ~   |9.186    |8.353    |8.011    |     ~   |Mep?               |   3|   0
2176|WRAY 16-359      |Gaia DR3 4042891061192838400       |PN |18 03 53.5082954976 -32 41 42.015068628|     ~   |10       |12.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  85|   0
2177|WRAY 16-360      |Gaia DR3 4043876228021661696       |PN |18 03 52.5718384152 -31 17 47.161796424|     ~   |     ~   |14.40    |     ~   |     ~   |12.927   |12.783   |11.781   |     ~   |[WC4]:             | 109|   0
2178|WRAY 16-361      |PN H 2-36                          |PN |18 04 07.76 -31 39 11.4                |     ~   |     ~   |17.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  34|   0
2179|WRAY 16-362      |PN H 1-51                          |PN |18 04 29.30 -34 58 01.0                |     ~   |     ~   |16.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  35|   0
2180|WRAY 16-363      |WRAY 16-363                        |PN |18 04 44.07 -31 02 47.4                |     ~   |     ~   |17.00    |     ~   |     ~   |14.076   |13.336   |13.052   |     ~   |~                  |  28|   0
2181|WRAY 16-364      |Gaia DR3 4036334471597172352       |PN |18 04 57.6167297064 -37 38 07.461238236|     ~   |     ~   |15.80    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  29|   0
2182|WRAY 16-365      |PN M 3-51                          |PN |18 04 56.20 -32 54 02.0                |     ~   |     ~   |16.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  39|   0
2183|WRAY 16-366      |PN M 2-28                          |PN |18 05 02.73 -30 58 18.0                |     ~   |     ~   |15.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  54|   0
2184|WRAY 16-367      |Gaia DR3 4062817927079802240       |PN |18 05 25.8092901000 -28 22 04.282489956|     ~   |     ~   |14.70    |     ~   |     ~   |12.865   |12.709   |12.060   |     ~   |[WC11]?            | 134|   0
2185|WRAY 16-368      |PN M 1-38                          |PN |18 06 05.74 -28 40 30.0                |     ~   |     ~   |13.90    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  | 105|   0
2186|WRAY 16-369      |Gaia DR3 6702910375160462720       |PN |18 07 15.8007531408 -51 01 10.214393376|     ~   |12.80    |12.89    |13.46    |13.22    |13.415   |13.374   |13.444   |     ~   |O                  |  81|   0
2187|WRAY 16-370      |PN M 3-23                          |PN |18 07 06.16 -30 34 17.8                |     ~   |     ~   |14.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  62|   0
2188|WRAY 16-371      |Gaia DR3 4050319567909135744       |Sy*|18 07 05.5321085904 -29 36 29.846654136|     ~   |     ~   |12.5     |     ~   |     ~   |9.294    |8.328    |8.058    |     ~   |K7/M1              |  27|   0
2189|WRAY 16-372      |Gaia DR3 4050346677743390080       |PN |18 07 07.2793260936 -29 13 05.972785284|     ~   |     ~   |13.90    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  | 107|   0
2190|WRAY 16-373      |Gaia DR3 4050131349653595392       |PN |18 07 14.5591261848 -29 41 24.652100940|     ~   |     ~   |16.30    |     ~   |     ~   |14.191   |13.875   |13.160   |     ~   |~                  |  81|   0
2191|WRAY 16-374      |PN H 2-40                          |PN |18 08 30.76 -31 36 35.3                |     ~   |     ~   |17.00    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  41|   0
